0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
60148,22,6,4,1547066049296,1547066049296,0,1,60,1547066049296,1547066049296,0,1,60,0,0,0,0,0,6,3,1,2
50208,6667,6,4,1545408208394,1545408209410,1016,9,788,1545408208394,1545408209394,1000,5,398,1545408208411,1545408209410,999,4,390,3,3,0,0
5526,37215,6,4,1532101480812,1532101480812,0,1,60,1532101480812,1532101480812,0,1,60,0,0,0,0,0,7,3,0,0
5424,81,6,4,1532525358999,1532525358999,0,1,60,1532525358999,1532525358999,0,1,60,0,0,0,0,0,31,10,0,0
1406,23,6,4,1532525557004,1532525557004,0,1,60,1532525557004,1532525557004,0,1,60,0,0,0,0,0,30,8,0,0
34148,53,17,4,1547129293726,1547129293727,1,2,158,1547129293726,1547129293726,0,1,71,1547129293727,1547129293727,0,1,87,1,1,2,0
47490,23,6,4,1551377774218,1551377781385,7167,8,592,1551377774218,1551377781385,7167,8,592,0,0,0,0,0,4,1,1,1
52806,23,6,4,1525885458012,1525885473041,15029,5,370,1525885458012,1525885473041,15029,5,370,0,0,0,0,0,11,3,0,1
123,123,17,4,1538479884548,1538479884548,0,1,90,1538479884548,1538479884548,0,1,90,0,0,0,0,0,2,2,0,0
50430,23,6,4,1551377820034,1551377827228,7194,8,592,1551377820034,1551377827228,7194,8,592,0,0,0,0,0,4,1,1,1
60653,22,6,4,1526764646104,1526764653110,7006,4,296,1526764646104,1526764653110,7006,4,296,0,0,0,0,0,4,3,0,0
45231,81,6,4,1532525340001,1532525340001,0,1,60,1532525340001,1532525340001,0,1,60,0,0,0,0,0,31,10,0,0
33424,81,6,4,1532525381000,1532525381000,0,1,60,1532525381000,1532525381000,0,1,60,0,0,0,0,0,31,10,0,0
43763,34291,17,4,1525886693011,1525886693011,0,1,60,1525886693011,1525886693011,0,1,60,0,0,0,0,0,12,5,0,1
37386,22,6,4,1547066047308,1547066047308,0,1,60,1547066047308,1547066047308,0,1,60,0,0,0,0,0,6,3,1,2
12235,81,6,4,1532525456006,1532525456006,0,1,60,1532525456006,1532525456006,0,1,60,0,0,0,0,0,31,10,0,0
33978,80,6,4,1537528368850,1537528369196,346,8,988,1537528368850,1537528369085,235,4,393,1537528368966,1537528369196,230,4,595,6,5,3,1
38114,8081,6,4,1545336813794,1545336813794,0,1,60,1545336813794,1545336813794,0,1,60,0,0,0,0,0,5,3,0,0
1872,23,6,4,1532525332002,1532525332002,0,1,60,1532525332002,1532525332002,0,1,60,0,0,0,0,0,30,8,0,0
50806,23,6,4,1551377774562,1551377781787,7225,8,592,1551377774562,1551377781787,7225,8,592,0,0,0,0,0,4,1,1,1
44012,53,17,4,1532518400036,1532518400036,0,1,79,1532518400036,1532518400036,0,1,79,0,0,0,0,0,7,7,0,0
5526,37215,6,4,1532101361551,1532101361551,0,1,60,1532101361551,1532101361551,0,1,60,0,0,0,0,0,7,3,0,0
55740,22,6,4,1526759594366,1526759601368,7002,4,296,1526759594366,1526759601368,7002,4,296,0,0,0,0,0,4,3,0,0
45306,22,6,4,1547066049169,1547066049169,0,1,60,1547066049169,1547066049169,0,1,60,0,0,0,0,0,6,3,1,2
36097,37215,6,4,1545395839175,1545395839175,0,1,60,1545395839175,1545395839175,0,1,60,0,0,0,0,0,3,3,0,0
43763,50272,17,4,1525880188016,1525880188016,0,1,60,1525880188016,1525880188016,0,1,60,0,0,0,0,0,12,5,0,1
20791,23,6,4,1532525340002,1532525340002,0,1,60,1532525340002,1532525340002,0,1,60,0,0,0,0,0,30,8,0,0
5526,37215,6,4,1532101568100,1532101568100,0,1,60,1532101568100,1532101568100,0,1,60,0,0,0,0,0,7,3,0,0
58206,22,6,4,1547066050071,1547066050071,0,1,60,1547066050071,1547066050071,0,1,60,0,0,0,0,0,6,3,1,2
40504,22,6,4,1547066049698,1547066049698,0,1,60,1547066049698,1547066049698,0,1,60,0,0,0,0,0,6,3,1,2
49586,6667,6,4,1545406359357,1545406361450,2093,14,1266,1545406359357,1545406361450,2093,8,619,1545406360437,1545406361405,968,6,647,1,0,0,0
52696,22,6,4,1547066050693,1547066050693,0,1,60,1547066050693,1547066050693,0,1,60,0,0,0,0,0,6,3,1,2
29930,55995,17,4,1532523889038,1532523906032,16994,2,296,1532523889038,1532523906032,16994,2,296,0,0,0,0,0,1,2,0,0
17580,23,6,4,1532525340002,1532525340002,0,1,60,1532525340002,1532525340002,0,1,60,0,0,0,0,0,30,8,0,0
63498,23,6,4,1532525360001,1532525360001,0,1,60,1532525360001,1532525360001,0,1,60,0,0,0,0,0,30,8,0,0
50072,6667,6,4,1545407908753,1545407910849,2096,14,1266,1545407908753,1545407910849,2096,8,619,1545407909798,1545407910798,1000,6,647,1,0,0,0
51523,22,6,4,1547066050488,1547066050488,0,1,60,1547066050488,1547066050488,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101560867,1532101560867,0,1,60,1532101560867,1532101560867,0,1,60,0,0,0,0,0,7,3,0,0
123,123,17,4,1547128499006,1547128499006,0,1,90,1547128499006,1547128499006,0,1,90,0,0,0,0,0,4,4,2,0
52282,6667,6,4,1545415764631,1545415771858,7227,4,296,1545415764631,1545415771858,7227,4,296,0,0,0,0,0,3,3,0,0
57834,22,6,4,1547066047223,1547066047223,0,1,60,1547066047223,1547066047223,0,1,60,0,0,0,0,0,6,3,1,2
39989,53,17,4,1547131356674,1547131356674,0,2,158,1547131356674,1547131356674,0,1,71,1547131356674,1547131356674,0,1,87,1,1,2,0
23789,81,6,4,1532525358999,1532525358999,0,1,60,1532525358999,1532525358999,0,1,60,0,0,0,0,0,31,10,0,0
55973,22,6,4,1547066049425,1547066049425,0,1,60,1547066049425,1547066049425,0,1,60,0,0,0,0,0,6,3,1,2
41025,81,6,4,1532525481004,1532525481004,0,1,60,1532525481004,1532525481004,0,1,60,0,0,0,0,0,31,10,0,0
60590,22,6,4,1547066049869,1547066049869,0,1,60,1547066049869,1547066049869,0,1,60,0,0,0,0,0,6,3,1,2
10996,23,6,4,1532525446007,1532525446007,0,1,60,1532525446007,1532525446007,0,1,60,0,0,0,0,0,30,8,0,0
5526,37215,6,4,1532101549392,1532101549392,0,1,60,1532101549392,1532101549392,0,1,60,0,0,0,0,0,7,3,0,0
59966,22,6,4,1547066049716,1547066049716,0,1,60,1547066049716,1547066049716,0,1,60,0,0,0,0,0,6,3,1,2
43648,22,6,4,1547066048659,1547066048659,0,1,60,1547066048659,1547066048659,0,1,60,0,0,0,0,0,6,3,1,2
54822,22,6,4,1547066049053,1547066049053,0,1,60,1547066049053,1547066049053,0,1,60,0,0,0,0,0,6,3,1,2
37092,50,6,4,1533106082465,1533106114814,32349,6,444,1533106082465,1533106114814,32349,6,444,0,0,0,0,0,2,2,0,0
5526,37215,6,4,1532101472477,1532101472477,0,1,60,1532101472477,1532101472477,0,1,60,0,0,0,0,0,7,3,0,0
61771,23,6,4,1532525578006,1532525578006,0,1,60,1532525578006,1532525578006,0,1,60,0,0,0,0,0,30,8,0,0
34349,22,6,4,1526760662944,1526760669952,7008,4,296,1526760662944,1526760669952,7008,4,296,0,0,0,0,0,4,3,0,0
36097,37215,6,4,1545396061794,1545396061794,0,1,60,1545396061794,1545396061794,0,1,60,0,0,0,0,0,3,3,0,0
24104,23,6,4,1547144789776,1547144789776,0,1,60,1547144789776,1547144789776,0,1,60,0,0,0,0,0,5,1,2,2
36097,37215,6,4,1545396022207,1545396022207,0,1,60,1545396022207,1545396022207,0,1,60,0,0,0,0,0,3,3,0,0
34156,22,6,4,1526759352004,1526759359009,7005,4,296,1526759352004,1526759359009,7005,4,296,0,0,0,0,0,4,3,0,0
64153,23,6,4,1532525577007,1532525577007,0,1,60,1532525577007,1532525577007,0,1,60,0,0,0,0,0,30,8,0,0
45888,22,6,4,1526760429599,1526760436602,7003,4,296,1526760429599,1526760436602,7003,4,296,0,0,0,0,0,4,3,0,0
8406,23,6,4,1532525590002,1532525590002,0,1,60,1532525590002,1532525590002,0,1,60,0,0,0,0,0,30,8,0,0
43746,8080,6,4,1545336808695,1545336808695,0,1,60,1545336808695,1545336808695,0,1,60,0,0,0,0,0,1,4,0,0
48997,81,6,4,1532525357999,1532525357999,0,1,60,1532525357999,1532525357999,0,1,60,0,0,0,0,0,31,10,0,0
5526,37215,6,4,1532101501594,1532101501594,0,1,60,1532101501594,1532101501594,0,1,60,0,0,0,0,0,7,3,0,0
45973,22,6,4,1547066047242,1547066047242,0,1,60,1547066047242,1547066047242,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101540057,1532101540057,0,1,60,1532101540057,1532101540057,0,1,60,0,0,0,0,0,7,3,0,0
50167,22,6,4,1547066048482,1547066048482,0,1,60,1547066048482,1547066048482,0,1,60,0,0,0,0,0,6,3,1,2
38370,37215,6,4,1545336808683,1545336808683,0,1,60,1545336808683,1545336808683,0,1,60,0,0,0,0,0,5,3,0,0
36097,37215,6,4,1545395967396,1545395967396,0,1,60,1545395967396,1545395967396,0,1,60,0,0,0,0,0,3,3,0,0
42595,23,6,4,1532525378002,1532525378002,0,1,60,1532525378002,1532525378002,0,1,60,0,0,0,0,0,30,8,0,0
10651,23,6,4,1532525598006,1532525598006,0,1,60,1532525598006,1532525598006,0,1,60,0,0,0,0,0,30,8,0,0
64853,81,6,4,1532525403002,1532525403002,0,1,60,1532525403002,1532525403002,0,1,60,0,0,0,0,0,31,10,0,0
42658,22,6,4,1547066047852,1547066047852,0,1,60,1547066047852,1547066047852,0,1,60,0,0,0,0,0,6,3,1,2
59622,22,6,4,1526757923818,1526757929015,5197,28,4254,1526757923818,1526757929015,5197,13,1455,1526757924129,1526757929014,4885,15,2799,4,3,0,0
36097,37215,6,4,1545395958264,1545395958264,0,1,60,1545395958264,1545395958264,0,1,60,0,0,0,0,0,3,3,0,0
43763,37696,17,4,1525888073014,1525888073014,0,1,60,1525888073014,1525888073014,0,1,60,0,0,0,0,0,12,5,0,1
36097,37215,6,4,1545395922881,1545395922881,0,1,60,1545395922881,1545395922881,0,1,60,0,0,0,0,0,3,3,0,0
43763,29549,17,4,1525881145017,1525881145017,0,1,60,1525881145017,1525881145017,0,1,60,0,0,0,0,0,12,5,0,1
58188,23,6,4,1551377835117,1551377835117,0,2,148,1551377835117,1551377835117,0,2,148,0,0,0,0,0,4,1,1,1
123,123,17,4,1533064938470,1533066712469,1773999,56,5040,1533064938470,1533066712468,1773998,28,2520,1533064938472,1533066712469,1773997,28,2520,0,1,0,0
43516,22,6,4,1547066049644,1547066049644,0,1,60,1547066049644,1547066049644,0,1,60,0,0,0,0,0,6,3,1,2
43763,49967,17,4,1525886452011,1525886452011,0,1,60,1525886452011,1525886452011,0,1,60,0,0,0,0,0,12,5,0,1
45047,23,6,4,1532525571007,1532525571007,0,1,60,1532525571007,1532525571007,0,1,60,0,0,0,0,0,30,8,0,0
35144,23,6,4,1551377774380,1551377781545,7165,8,592,1551377774380,1551377781545,7165,8,592,0,0,0,0,0,4,1,1,1
43763,32428,17,4,1525884457004,1525884457004,0,1,60,1525884457004,1525884457004,0,1,60,0,0,0,0,0,12,5,0,1
48742,22,6,4,1547066048219,1547066048219,0,1,60,1547066048219,1547066048219,0,1,60,0,0,0,0,0,6,3,1,2
24360,37215,6,4,1547144774204,1547144774204,0,1,60,1547144774204,1547144774204,0,1,60,0,0,0,0,0,6,3,2,2
2773,23,6,4,1532525440005,1532525440005,0,1,60,1532525440005,1532525440005,0,1,60,0,0,0,0,0,30,8,0,0
43763,10518,17,4,1525881707018,1525881707018,0,1,60,1525881707018,1525881707018,0,1,60,0,0,0,0,0,12,5,0,1
5526,37215,6,4,1532101395755,1532101395755,0,1,60,1532101395755,1532101395755,0,1,60,0,0,0,0,0,7,3,0,0
56108,22,6,4,1547066049113,1547066049113,0,1,60,1547066049113,1547066049113,0,1,60,0,0,0,0,0,6,3,1,2
47566,22,6,4,1547066047186,1547066047186,0,1,60,1547066047186,1547066047186,0,1,60,0,0,0,0,0,6,3,1,2
22446,81,6,4,1532525501004,1532525501004,0,1,60,1532525501004,1532525501004,0,1,60,0,0,0,0,0,31,10,0,0
47801,22,6,4,1547066048715,1547066048715,0,1,60,1547066048715,1547066048715,0,1,60,0,0,0,0,0,6,3,1,2
55720,23,6,4,1551377774380,1551377781546,7166,8,592,1551377774380,1551377781546,7166,8,592,0,0,0,0,0,4,1,1,1
52648,6667,6,4,1545416797076,1545416798170,1094,13,1192,1545416797076,1545416798170,1094,7,545,1545416797095,1545416798122,1027,6,647,1,0,0,0
26184,81,6,4,1532525432003,1532525432003,0,1,60,1532525432003,1532525432003,0,1,60,0,0,0,0,0,31,10,0,0
60227,53,17,4,1538615205679,1538615205680,1,2,226,1538615205679,1538615205679,0,1,81,1538615205680,1538615205680,0,1,145,0,0,0,0
62227,23,6,4,1532525547006,1532525547006,0,1,60,1532525547006,1532525547006,0,1,60,0,0,0,0,0,30,8,0,0
39476,23,6,4,1551377804625,1551377811867,7242,8,592,1551377804625,1551377811867,7242,8,592,0,0,0,0,0,4,1,1,1
24104,23,6,4,1547144771402,1547144771402,0,1,60,1547144771402,1547144771402,0,1,60,0,0,0,0,0,5,1,2,2
45286,53,17,4,1547128137275,1547128137276,1,2,158,1547128137275,1547128137275,0,1,71,1547128137276,1547128137276,0,1,87,1,1,2,0
55932,22,6,4,1526759801675,1526759808679,7004,4,296,1526759801675,1526759808679,7004,4,296,0,0,0,0,0,4,3,0,0
18088,80,6,4,1536227028440,1536227028440,0,2,120,1536227028440,1536227028440,0,2,120,0,0,0,0,0,0,4,0,0
52596,23,6,4,1532525375005,1532525375005,0,1,60,1532525375005,1532525375005,0,1,60,0,0,0,0,0,30,8,0,0
9058,23,6,4,1532525432008,1532525432008,0,1,60,1532525432008,1532525432008,0,1,60,0,0,0,0,0,30,8,0,0
47538,23,6,4,1551377775532,1551377782745,7213,8,592,1551377775532,1551377782745,7213,8,592,0,0,0,0,0,4,1,1,1
53774,81,6,4,1532525426004,1532525426004,0,1,60,1532525426004,1532525426004,0,1,60,0,0,0,0,0,31,10,0,0
50483,22,6,4,1547066049005,1547066049005,0,1,60,1547066049005,1547066049005,0,1,60,0,0,0,0,0,6,3,1,2
39961,23,6,4,1525888528015,1525888543045,15030,5,370,1525888528015,1525888543045,15030,5,370,0,0,0,0,0,11,3,0,1
54551,22,6,4,1547066047689,1547066047689,0,1,60,1547066047689,1547066047689,0,1,60,0,0,0,0,0,6,3,1,2
55771,22,6,4,1547066050339,1547066050339,0,1,60,1547066050339,1547066050339,0,1,60,0,0,0,0,0,6,3,1,2
40733,22,6,4,1547066047741,1547066047741,0,1,60,1547066047741,1547066047741,0,1,60,0,0,0,0,0,6,3,1,2
39776,59353,6,4,1526758089606,1526758096606,7000,4,296,1526758089606,1526758096606,7000,4,296,0,0,0,0,0,5,5,0,0
46131,81,6,4,1532525529005,1532525529005,0,1,60,1532525529005,1532525529005,0,1,60,0,0,0,0,0,31,10,0,0
43262,22,6,4,1547066047477,1547066047477,0,1,60,1547066047477,1547066047477,0,1,60,0,0,0,0,0,6,3,1,2
58412,8080,6,4,1525883117017,1525883132046,15029,5,370,1525883117017,1525883132046,15029,5,370,0,0,0,0,0,4,7,0,1
5526,37215,6,4,1532101461067,1532101461067,0,1,60,1532101461067,1532101461067,0,1,60,0,0,0,0,0,7,3,0,0
59653,22,6,4,1547066049869,1547066049869,0,1,60,1547066049869,1547066049869,0,1,60,0,0,0,0,0,6,3,1,2
37760,22,6,4,1526758199309,1526758206317,7008,4,296,1526758199309,1526758206317,7008,4,296,0,0,0,0,0,4,3,0,0
25636,23,6,4,1532525605007,1532525605007,0,1,60,1532525605007,1532525605007,0,1,60,0,0,0,0,0,30,8,0,0
43763,14542,17,4,1525880489009,1525880489009,0,1,60,1525880489009,1525880489009,0,1,60,0,0,0,0,0,12,5,0,1
37796,50,6,4,1533120172879,1533120205054,32175,6,444,1533120172879,1533120205054,32175,6,444,0,0,0,0,0,2,2,0,0
44248,50,6,4,1533065537661,1533065570169,32508,6,444,1533065537661,1533065570169,32508,6,444,0,0,0,0,0,2,2,0,0
5526,37215,6,4,1532101417534,1532101417534,0,1,60,1532101417534,1532101417534,0,1,60,0,0,0,0,0,7,3,0,0
43763,52448,17,4,1525884693014,1525884693014,0,1,60,1525884693014,1525884693014,0,1,60,0,0,0,0,0,12,5,0,1
43746,8080,6,4,1545336828974,1545336828974,0,1,60,1545336828974,1545336828974,0,1,60,0,0,0,0,0,1,4,0,0
39548,22,6,4,1526765030672,1526765037678,7006,4,296,1526765030672,1526765037678,7006,4,296,0,0,0,0,0,4,3,0,0
45850,22,6,4,1526757811749,1526757818759,7010,4,296,1526757811749,1526757818759,7010,4,296,0,0,0,0,0,4,3,0,0
39075,22,6,4,1547066048099,1547066048099,0,1,60,1547066048099,1547066048099,0,1,60,0,0,0,0,0,6,3,1,2
37088,22,6,4,1547066050294,1547066050294,0,1,60,1547066050294,1547066050294,0,1,60,0,0,0,0,0,6,3,1,2
43964,22,6,4,1526759593363,1526759600368,7005,4,296,1526759593363,1526759600368,7005,4,296,0,0,0,0,0,4,3,0,0
56442,53,17,4,1547129733327,1547129733328,1,2,158,1547129733327,1547129733327,0,1,71,1547129733328,1547129733328,0,1,87,1,1,2,0
8788,81,6,4,1532525539002,1532525539002,0,1,60,1532525539002,1532525539002,0,1,60,0,0,0,0,0,31,10,0,0
65269,81,6,4,1532525518003,1532525518003,0,1,60,1532525518003,1532525518003,0,1,60,0,0,0,0,0,31,10,0,0
35871,22,6,4,1547066048309,1547066048309,0,1,60,1547066048309,1547066048309,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101352221,1532101352221,0,1,60,1532101352221,1532101352221,0,1,60,0,0,0,0,0,7,3,0,0
57559,53,17,4,1538634172669,1538634177674,5005,2,162,1538634172669,1538634177674,5005,2,162,0,0,0,0,0,0,0,0,0
14809,81,6,4,1532525453003,1532525453003,0,1,60,1532525453003,1532525453003,0,1,60,0,0,0,0,0,31,10,0,0
17154,81,6,4,1532525463005,1532525463005,0,1,60,1532525463005,1532525463005,0,1,60,0,0,0,0,0,31,10,0,0
24360,37215,6,4,1547144768147,1547144768147,0,1,60,1547144768147,1547144768147,0,1,60,0,0,0,0,0,6,3,2,2
55631,81,6,4,1532525565006,1532525565006,0,1,60,1532525565006,1532525565006,0,1,60,0,0,0,0,0,31,10,0,0
20746,81,6,4,1532525419004,1532525419004,0,1,60,1532525419004,1532525419004,0,1,60,0,0,0,0,0,31,10,0,0
54375,53,17,4,1547132543386,1547132543393,7,2,158,1547132543386,1547132543386,0,1,71,1547132543393,1547132543393,0,1,87,1,1,2,0
30367,443,6,4,1562473304412,1562475101014,1796602,2352,643500,1562473304412,1562475101014,1796602,1116,206772,1562473304421,1562475100888,1796467,1236,436728,3,2,0,0
46341,23,6,4,1525880947019,1525880962047,15028,5,370,1525880947019,1525880962047,15028,5,370,0,0,0,0,0,11,3,0,1
45779,8080,6,4,1525882356012,1525882371051,15039,5,370,1525882356012,1525882371051,15039,5,370,0,0,0,0,0,4,7,0,1
61402,81,6,4,1532525504002,1532525504002,0,1,60,1532525504002,1532525504002,0,1,60,0,0,0,0,0,31,10,0,0
52380,4975,6,4,1547131030534,1547131032613,2079,14,1248,1547131030534,1547131032613,2079,8,611,1547131031579,1547131032568,989,6,637,3,0,2,0
59246,23,6,4,1532525335002,1532525335002,0,1,60,1532525335002,1532525335002,0,1,60,0,0,0,0,0,30,8,0,0
123,123,17,4,1538577608660,1538577608666,6,2,180,1538577608660,1538577608660,0,1,90,1538577608666,1538577608666,0,1,90,2,2,0,0
57971,81,6,4,1532525536005,1532525536005,0,1,60,1532525536005,1532525536005,0,1,60,0,0,0,0,0,31,10,0,0
12049,23,6,4,1532525536007,1532525536007,0,1,60,1532525536007,1532525536007,0,1,60,0,0,0,0,0,30,8,0,0
17413,81,6,4,1532525487002,1532525487002,0,1,60,1532525487002,1532525487002,0,1,60,0,0,0,0,0,31,10,0,0
49804,6667,6,4,1545406994841,1545406995919,1078,13,1192,1545406994841,1545406995919,1078,7,545,1545406994857,1545406995874,1017,6,647,1,0,0,0
5526,37215,6,4,1532101565004,1532101565004,0,1,60,1532101565004,1532101565004,0,1,60,0,0,0,0,0,7,3,0,0
123,123,17,4,1547151688934,1547151689035,101,2,180,1547151688934,1547151688934,0,1,90,1547151689035,1547151689035,0,1,90,1,1,1,1
2336,23,6,4,1532525507004,1532525507004,0,1,60,1532525507004,1532525507004,0,1,60,0,0,0,0,0,30,8,0,0
123,123,17,4,1533125004474,1533125004479,5,2,180,1533125004474,1533125004474,0,1,90,1533125004479,1533125004479,0,1,90,0,1,0,0
50116,6667,6,4,1545408009316,1545408016498,7182,4,296,1545408009316,1545408016498,7182,4,296,0,0,0,0,0,3,3,0,0
123,123,17,4,1533116097471,1533116097476,5,2,180,1533116097471,1533116097471,0,1,90,1533116097476,1533116097476,0,1,90,0,1,0,0
41035,22,6,4,1526758512771,1526758519779,7008,4,296,1526758512771,1526758519779,7008,4,296,0,0,0,0,0,4,3,0,0
51868,6667,6,4,1545414659131,1545414660209,1078,14,1258,1545414659131,1545414660209,1078,8,611,1545414659147,1545414660167,1020,6,647,1,0,0,0
37328,22,6,4,1547066050736,1547066050736,0,1,60,1547066050736,1547066050736,0,1,60,0,0,0,0,0,6,3,1,2
55338,23,6,4,1532525458008,1532525458008,0,1,60,1532525458008,1532525458008,0,1,60,0,0,0,0,0,30,8,0,0
44002,52869,6,4,1545336809699,1545336809699,0,1,60,1545336809699,1545336809699,0,1,60,0,0,0,0,0,5,3,0,0
56985,22,6,4,1547066049215,1547066049215,0,1,60,1547066049215,1547066049215,0,1,60,0,0,0,0,0,6,3,1,2
51900,6667,6,4,1545414752580,1545414759779,7199,4,296,1545414752580,1545414759779,7199,4,296,0,0,0,0,0,3,3,0,0
35523,53,17,4,1538559427607,1538559427693,86,2,274,1538559427607,1538559427607,0,1,81,1538559427693,1538559427693,0,1,193,0,0,0,0
0,0,1,4,1525889132106,1525889132106,0,1,70,1525889132106,1525889132106,0,1,70,0,0,0,0,0,5,2,0,1
59025,2323,6,4,1525881807019,1525881822048,15029,5,370,1525881807019,1525881822048,15029,5,370,0,0,0,0,0,12,5,0,1
37384,22,6,4,1547066049471,1547066049471,0,1,60,1547066049471,1547066049471,0,1,60,0,0,0,0,0,6,3,1,2
123,123,17,4,1547141347010,1547141347010,0,1,90,1547141347010,1547141347010,0,1,90,0,0,0,0,0,4,4,2,0
46838,81,6,4,1532525394006,1532525394006,0,1,60,1532525394006,1532525394006,0,1,60,0,0,0,0,0,31,10,0,0
52296,6667,6,4,1545415812172,1545415814289,2117,14,1266,1545415812172,1545415814289,2117,8,619,1545415813237,1545415814239,1002,6,647,1,0,0,0
46058,123,17,4,1537536808691,1537536808691,0,1,90,1537536808691,1537536808691,0,1,90,0,0,0,0,0,9,3,2,1
47106,23,6,4,1551377744210,1551377751388,7178,8,592,1551377744210,1551377751388,7178,8,592,0,0,0,0,0,4,1,1,1
44860,50,6,4,1533077786706,1533077819134,32428,6,444,1533077786706,1533077819134,32428,6,444,0,0,0,0,0,2,2,0,0
59419,22,6,4,1547066047385,1547066047385,0,1,60,1547066047385,1547066047385,0,1,60,0,0,0,0,0,6,3,1,2
48996,22,6,4,1547066050109,1547066050109,0,1,60,1547066050109,1547066050109,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101385391,1532101385391,0,1,60,1532101385391,1532101385391,0,1,60,0,0,0,0,0,7,3,0,0
15722,23,6,4,1532525388007,1532525388007,0,1,60,1532525388007,1532525388007,0,1,60,0,0,0,0,0,30,8,0,0
16332,81,6,4,1532525377002,1532525377002,0,1,60,1532525377002,1532525377002,0,1,60,0,0,0,0,0,31,10,0,0
43897,23,6,4,1525884097014,1525884112043,15029,5,370,1525884097014,1525884112043,15029,5,370,0,0,0,0,0,11,3,0,1
40972,22,6,4,1547066048871,1547066048871,0,1,60,1547066048871,1547066048871,0,1,60,0,0,0,0,0,6,3,1,2
35887,23,6,4,1525880025016,1525880040045,15029,5,370,1525880025016,1525880040045,15029,5,370,0,0,0,0,0,11,3,0,1
59054,22,6,4,1526758414625,1526758421629,7004,4,296,1526758414625,1526758421629,7004,4,296,0,0,0,0,0,4,3,0,0
43763,33513,17,4,1525886904012,1525886904012,0,1,60,1525886904012,1525886904012,0,1,60,0,0,0,0,0,12,5,0,1
56002,22,6,4,1547066050589,1547066050589,0,1,60,1547066050589,1547066050589,0,1,60,0,0,0,0,0,6,3,1,2
53302,2323,6,4,1525887769004,1525887784043,15039,5,370,1525887769004,1525887784043,15039,5,370,0,0,0,0,0,12,5,0,1
4398,81,6,4,1532525608002,1532525608002,0,1,60,1532525608002,1532525608002,0,1,60,0,0,0,0,0,31,10,0,0
58097,22,6,4,1547066050662,1547066050662,0,1,60,1547066050662,1547066050662,0,1,60,0,0,0,0,0,6,3,1,2
36504,50,6,4,1533094313786,1533094345854,32068,6,444,1533094313786,1533094345854,32068,6,444,0,0,0,0,0,2,2,0,0
60953,2323,6,4,1525889028005,1525889043044,15039,5,370,1525889028005,1525889043044,15039,5,370,0,0,0,0,0,12,5,0,1
51468,22,6,4,1547066049137,1547066049137,0,1,60,1547066049137,1547066049137,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101539034,1532101539034,0,1,60,1532101539034,1532101539034,0,1,60,0,0,0,0,0,7,3,0,0
63504,23,6,4,1532525611006,1532525611006,0,1,60,1532525611006,1532525611006,0,1,60,0,0,0,0,0,30,8,0,0
42403,22,6,4,1547066047829,1547066047829,0,1,60,1547066047829,1547066047829,0,1,60,0,0,0,0,0,6,3,1,2
37126,22,6,4,1547066049537,1547066049537,0,1,60,1547066049537,1547066049537,0,1,60,0,0,0,0,0,6,3,1,2
49327,53,17,4,1547132448674,1547132448675,1,2,158,1547132448674,1547132448674,0,1,71,1547132448675,1547132448675,0,1,87,1,1,2,0
38370,37215,6,4,1545336812725,1545336812725,0,1,60,1545336812725,1545336812725,0,1,60,0,0,0,0,0,5,3,0,0
47808,2323,6,4,1525885833011,1525885848040,15029,5,370,1525885833011,1525885848040,15029,5,370,0,0,0,0,0,12,5,0,1
39956,23,6,4,1532525596005,1532525596005,0,1,60,1532525596005,1532525596005,0,1,60,0,0,0,0,0,30,8,0,0
43784,50,6,4,1533056250893,1533056283131,32238,6,444,1533056250893,1533056283131,32238,6,444,0,0,0,0,0,2,2,0,0
17196,23,6,4,1532525429006,1532525429006,0,1,60,1532525429006,1532525429006,0,1,60,0,0,0,0,0,30,8,0,0
17588,81,6,4,1532525480003,1532525480003,0,1,60,1532525480003,1532525480003,0,1,60,0,0,0,0,0,31,10,0,0
6270,81,6,4,1532525584005,1532525584005,0,1,60,1532525584005,1532525584005,0,1,60,0,0,0,0,0,31,10,0,0
38198,53,17,4,1547130406333,1547130406334,1,2,158,1547130406333,1547130406333,0,1,71,1547130406334,1547130406334,0,1,87,1,1,2,0
38308,22,6,4,1547066048494,1547066048494,0,1,60,1547066048494,1547066048494,0,1,60,0,0,0,0,0,6,3,1,2
55383,22,6,4,1547066049122,1547066049122,0,1,60,1547066049122,1547066049122,0,1,60,0,0,0,0,0,6,3,1,2
50811,23,6,4,1532525381001,1532525381001,0,1,60,1532525381001,1532525381001,0,1,60,0,0,0,0,0,30,8,0,0
18344,52869,6,4,1536227029438,1536227029438,0,2,120,1536227029438,1536227029438,0,2,120,0,0,0,0,0,5,3,0,0
18088,8080,6,4,1536227033485,1536227033485,0,2,120,1536227033485,1536227033485,0,2,120,0,0,0,0,0,1,4,0,0
43763,51559,17,4,1525880206017,1525880206017,0,1,60,1525880206017,1525880206017,0,1,60,0,0,0,0,0,12,5,0,1
